1, 2.26221, 1.86029, EDDI, P32N21BTN77PW, 2022-09-30 16:56:52,
2262, 0.31807, 2.40369, EDDI, P32N21BTN77PW, 2022-09-30 17:34:33,
2263, 2.03439, 4.10593, EDDI, P32N21BTN77PW, 2022-09-30 17:34:34,
2264, 2.28806, 4.34552, EDDI, P32N21BTN77PW, 2022-09-30 17:34:35,
2265, 2.37366, 4.41704, EDDI, P32N21BTN77PW, 2022-09-30 17:34:36,
2266, 0.26187, 2.29116, EDDI, P32N21BTN77PW, 2022-09-30 17:34:37,
2267, 0.754114, 2.76932, EDDI, P32N21BTN77PW, 2022-09-30 17:34:38,
2268, 0.0103893, 2.0115, EDDI, P32N21BTN77PW, 2022-09-30 17:34:39,
2269, 2.27335, 4.26037, EDDI, P32N21BTN77PW, 2022-09-30 17:34:40,
2270, 1.66897, 3.6419, EDDI, P32N21BTN77PW, 2022-09-30 17:34:41,
2271, 0.323161, 2.28199, EDDI, P32N21BTN77PW, 2022-09-30 17:34:42,
2272, 0.362206, 2.30694, EDDI, P32N21BTN77PW, 2022-09-30 17:34:43,
2273, 2.25445, 4.18509, EDDI, P32N21BTN77PW, 2022-09-30 17:34:44,
2274, 1.11847, 3.03501, EDDI, P32N21BTN77PW, 2022-09-30 17:34:45,
2275, 0.202838, 2.10528, EDDI, P32N21BTN77PW, 2022-09-30 17:34:46,
2276, 2.22013, 4.10847, EDDI, P32N21BTN77PW, 2022-09-30 17:34:47,
2277, -0.0987529, 1.77549, EDDI, P32N21BTN77PW, 2022-09-30 17:34:48,
2278, 0.56512, 2.42527, EDDI, P32N21BTN77PW, 2022-09-30 17:34:49,
2279, 1.9182, 3.76425, EDDI, P32N21BTN77PW, 2022-09-30 17:34:50,
2280, 0.502761, 2.33472, EDDI, P32N21BTN77PW, 2022-09-30 17:34:51,
2281, -0.0993647, 1.71851, EDDI, P32N21BTN77PW, 2022-09-30 17:34:52,
2282, 2.00872, 3.8125, EDDI, P32N21BTN77PW, 2022-09-30 17:34:53,
2283, 1.47698, 3.26668, EDDI, P32N21BTN77PW, 2022-09-30 17:34:54,
2284, 2.62779, 4.40341, EDDI, P32N21BTN77PW, 2022-09-30 17:34:55,
2285, 2.90473, 4.66627, EDDI, P32N21BTN77PW, 2022-09-30 17:34:56,
2286, -0.245206, 1.50226, EDDI, P32N21BTN77PW, 2022-09-30 17:34:57,
2287, -0.170574, 1.56282, EDDI, P32N21BTN77PW, 2022-09-30 17:34:58,
2288, 0.467775, 2.18711, EDDI, P32N21BTN77PW, 2022-09-30 17:34:59,
2289, 2.03433, 3.7396, EDDI, P32N21BTN77PW, 2022-09-30 17:35:00,
2290, 1.48689, 3.17811, EDDI, P32N21BTN77PW, 2022-09-30 17:35:01,
2291, 1.9973, 3.67446, EDDI, P32N21BTN77PW, 2022-09-30 17:35:02,
2292, 2.677, 4.34012, EDDI, P32N21BTN77PW, 2022-09-30 17:35:03,
2293, 3.45892, 5.10801, EDDI, P32N21BTN77PW, 2022-09-30 17:35:04,
2294, 0.453696, 2.08875, EDDI, P32N21BTN77PW, 2022-09-30 17:35:05,
2295, 0.631745, 2.25278, EDDI, P32N21BTN77PW, 2022-09-30 17:35:06,
2296, -0.0779147, 1.5291, EDDI, P32N21BTN77PW, 2022-09-30 17:35:07,
2297, 0.654644, 2.24765, EDDI, P32N21BTN77PW, 2022-09-30 17:35:08,
2298, 3.03042, 4.60943, EDDI, P32N21BTN77PW, 2022-09-30 17:35:09,
2299, 1.95726, 3.52228, EDDI, P32N21BTN77PW, 2022-09-30 17:35:10,
2300, 0.782251, 2.33329, EDDI, P32N21BTN77PW, 2022-09-30 17:35:11,
2301, 1.7405, 3.27757, EDDI, P32N21BTN77PW, 2022-09-30 17:35:12,
2302, -0.00246803, 1.52063, EDDI, P32N21BTN77PW, 2022-09-30 17:35:13,
2303, 1.9399, 3.44904, EDDI, P32N21BTN77PW, 2022-09-30 17:35:14,
2304, 2.89066, 4.38585, EDDI, P32N21BTN77PW, 2022-09-30 17:35:15,
2305, 2.51358, 3.99484, EDDI, P32N21BTN77PW, 2022-09-30 17:35:16,
2306, 0.798734, 2.26607, EDDI, P32N21BTN77PW, 2022-09-30 17:35:17,
2307, 0.323182, 1.77661, EDDI, P32N21BTN77PW, 2022-09-30 17:35:18,
2308, 2.26545, 3.70497, EDDI, P32N21BTN77PW, 2022-09-30 17:35:19,
2309, 0.704072, 2.12971, EDDI, P32N21BTN77PW, 2022-09-30 17:35:20,
2310, 1.49546, 2.90722, EDDI, P32N21BTN77PW, 2022-09-30 17:35:21,
2311, 0.976356, 2.37425, EDDI, P32N21BTN77PW, 2022-09-30 17:35:22,
2312, 1.80775, 3.19179, EDDI, P32N21BTN77PW, 2022-09-30 17:35:23,
2313, 0.523182, 1.89338, EDDI, P32N21BTN77PW, 2022-09-30 17:35:24,
2314, 1.37703, 2.7334, EDDI, P32N21BTN77PW, 2022-09-30 17:35:25,
2315, 0.270011, 1.61257, EDDI, P32N21BTN77PW, 2022-09-30 17:35:26,
2316, 1.01223, 2.34099, EDDI, P32N21BTN77PW, 2022-09-30 17:35:27,
2317, 1.72626, 3.04124, EDDI, P32N21BTN77PW, 2022-09-30 17:35:28,
2318, 2.77197, 4.07317, EDDI, P32N21BTN77PW, 2022-09-30 17:35:29,
2319, 3.02547, 4.31292, EDDI, P32N21BTN77PW, 2022-09-30 17:35:30,
2320, 3.96344, 5.23715, EDDI, P32N21BTN77PW, 2022-09-30 17:35:31,
2321, 1.79369, 3.05368, EDDI, P32N21BTN77PW, 2022-09-30 17:35:32,
2322, 1.46892, 2.71519, EDDI, P32N21BTN77PW, 2022-09-30 17:35:33,
2323, 1.85282, 3.08541, EDDI, P32N21BTN77PW, 2022-09-30 17:35:34,
2324, 1.40767, 2.62659, EDDI, P32N21BTN77PW, 2022-09-30 17:35:35,
2325, -0.0100931, 1.19516, EDDI, P32N21BTN77PW, 2022-09-30 17:35:36,
2326, 1.13694, 2.32855, EDDI, P32N21BTN77PW, 2022-09-30 17:35:37,
2327, 1.67655, 2.85454, EDDI, P32N21BTN77PW, 2022-09-30 17:35:38,
2328, 1.7683, 2.93269, EDDI, P32N21BTN77PW, 2022-09-30 17:35:39,
2329, 3.02381, 4.1746, EDDI, P32N21BTN77PW, 2022-09-30 17:35:40,
2330, 3.98489, 5.12212, EDDI, P32N21BTN77PW, 2022-09-30 17:35:41,
2331, 2.2752, 3.39888, EDDI, P32N21BTN77PW, 2022-09-30 17:35:42,
2332, 2.31772, 3.42786, EDDI, P32N21BTN77PW, 2022-09-30 17:35:43,
2333, 2.07598, 3.17262, EDDI, P32N21BTN77PW, 2022-09-30 17:35:44,
2334, 0.355415, 1.43856, EDDI, P32N21BTN77PW, 2022-09-30 17:35:45,
2335, 2.42865, 3.49832, EDDI, P32N21BTN77PW, 2022-09-30 17:35:46,
2336, 1.08467, 2.14089, EDDI, P32N21BTN77PW, 2022-09-30 17:35:47,
2337, 2.40237, 3.44516, EDDI, P32N21BTN77PW, 2022-09-30 17:35:48,
2338, 2.24468, 3.27406, EDDI, P32N21BTN77PW, 2022-09-30 17:35:49,
2339, 2.62622, 3.6422, EDDI, P32N21BTN77PW, 2022-09-30 17:35:50,
2340, 1.75486, 2.75749, EDDI, P32N21BTN77PW, 2022-09-30 17:35:51,
2341, 1.1408, 2.13008, EDDI, P32N21BTN77PW, 2022-09-30 17:35:52,
2342, 3.60014, 4.57609, EDDI, P32N21BTN77PW, 2022-09-30 17:35:53,
2343, 2.22513, 3.18778, EDDI, P32N21BTN77PW, 2022-09-30 17:35:54,
2344, 0.250936, 1.20031, EDDI, P32N21BTN77PW, 2022-09-30 17:35:55,
2345, -0.914998, 0.0211235, EDDI, P32N21BTN77PW, 2022-09-30 17:35:56,
2346, 1.40788, 2.33077, EDDI, P32N21BTN77PW, 2022-09-30 17:35:57,
2347, 0.750685, 1.66037, EDDI, P32N21BTN77PW, 2022-09-30 17:35:58,
2348, 1.89149, 2.78799, EDDI, P32N21BTN77PW, 2022-09-30 17:35:59,
2349, 1.90563, 2.78897, EDDI, P32N21BTN77PW, 2022-09-30 17:36:00,
2350, 1.69969, 2.56989, EDDI, P32N21BTN77PW, 2022-09-30 17:36:01,
2351, 2.80723, 3.66432, EDDI, P32N21BTN77PW, 2022-09-30 17:36:02,
2352, 2.50155, 3.34556, EDDI, P32N21BTN77PW, 2022-09-30 17:36:03,
2353, -0.0352905, 0.79566, EDDI, P32N21BTN77PW, 2022-09-30 17:36:04,
2354, 2.82862, 3.64654, EDDI, P32N21BTN77PW, 2022-09-30 17:36:05,
2355, 2.42629, 3.2312, EDDI, P32N21BTN77PW, 2022-09-30 17:36:06,
2356, 1.16357, 1.9555, EDDI, P32N21BTN77PW, 2022-09-30 17:36:07,
2357, 2.19533, 2.9743, EDDI, P32N21BTN77PW, 2022-09-30 17:36:08,
2358, 2.29532, 3.06137, EDDI, P32N21BTN77PW, 2022-09-30 17:36:09,
2359, 2.36176, 3.11491, EDDI, P32N21BTN77PW, 2022-09-30 17:36:10,
2360, 1.17613, 1.9164, EDDI, P32N21BTN77PW, 2022-09-30 17:36:11,
2361, 1.60958, 2.33701, EDDI, P32N21BTN77PW, 2022-09-30 17:36:12,
2362, 0.509119, 1.22373, EDDI, P32N21BTN77PW, 2022-09-30 17:36:13,
2363, 2.92798, 3.6298, EDDI, P32N21BTN77PW, 2022-09-30 17:36:14,
2364, 0.546452, 1.23551, EDDI, P32N21BTN77PW, 2022-09-30 17:36:15,
2365, 1.9901, 2.66643, EDDI, P32N21BTN77PW, 2022-09-30 17:36:16,
2366, 3.14206, 3.80569, EDDI, P32N21BTN77PW, 2022-09-30 17:36:17,
2367, 2.63416, 3.28512, EDDI, P32N21BTN77PW, 2022-09-30 17:36:18,
2368, 2.80226, 3.44057, EDDI, P32N21BTN77PW, 2022-09-30 17:36:19,
2369, 2.56966, 3.19536, EDDI, P32N21BTN77PW, 2022-09-30 17:36:20,
2370, 1.68306, 2.29617, EDDI, P32N21BTN77PW, 2022-09-30 17:36:21,
2371, 2.24527, 2.84584, EDDI, P32N21BTN77PW, 2022-09-30 17:36:22,
2372, 2.63324, 3.22128, EDDI, P32N21BTN77PW, 2022-09-30 17:36:23,
2373, 1.28289, 1.85844, EDDI, P32N21BTN77PW, 2022-09-30 17:36:24,
2374, 1.7353, 2.29839, EDDI, P32N21BTN77PW, 2022-09-30 17:36:25,
2375, 2.91203, 3.46269, EDDI, P32N21BTN77PW, 2022-09-30 17:36:26,
2376, 1.92355, 2.46182, EDDI, P32N21BTN77PW, 2022-09-30 17:36:27,
2377, 2.20661, 2.73251, EDDI, P32N21BTN77PW, 2022-09-30 17:36:28,
2378, 1.16725, 1.68083, EDDI, P32N21BTN77PW, 2022-09-30 17:36:29,
2379, 0.908533, 1.40981, EDDI, P32N21BTN77PW, 2022-09-30 17:36:30,
2380, 3.76431, 4.25332, EDDI, P32N21BTN77PW, 2022-09-30 17:36:31,
2381, 2.79176, 3.26853, EDDI, P32N21BTN77PW, 2022-09-30 17:36:32,
2382, 2.15653, 2.62111, EDDI, P32N21BTN77PW, 2022-09-30 17:36:33,
2383, 1.41615, 1.86856, EDDI, P32N21BTN77PW, 2022-09-30 17:36:34,
2384, 3.55377, 3.99404, EDDI, P32N21BTN77PW, 2022-09-30 17:36:35,
2385, 1.58688, 2.01506, EDDI, P32N21BTN77PW, 2022-09-30 17:36:36,
2386, 2.8382, 3.25432, EDDI, P32N21BTN77PW, 2022-09-30 17:36:37,
2387, 1.34707, 1.75116, EDDI, P32N21BTN77PW, 2022-09-30 17:36:38,
2388, 3.83148, 4.22358, EDDI, P32N21BTN77PW, 2022-09-30 17:36:39,
2389, 3.81378, 4.19392, EDDI, P32N21BTN77PW, 2022-09-30 17:36:40,
2390, 2.07662, 2.44484, EDDI, P32N21BTN77PW, 2022-09-30 17:36:41,
2391, 1.57571, 1.93205, EDDI, P32N21BTN77PW, 2022-09-30 17:36:42,
2392, 4.16062, 4.5051, EDDI, P32N21BTN77PW, 2022-09-30 17:36:43,
2393, 1.92492, 2.25759, EDDI, P32N21BTN77PW, 2022-09-30 17:36:44,
2394, 2.88064, 3.20153, EDDI, P32N21BTN77PW, 2022-09-30 17:36:45,
2395, 2.61576, 2.9249, EDDI, P32N21BTN77PW, 2022-09-30 17:36:46,
2396, 1.05791, 1.35535, EDDI, P32N21BTN77PW, 2022-09-30 17:36:47,
2397, 3.18686, 3.47263, EDDI, P32N21BTN77PW, 2022-09-30 17:36:48,
2398, 3.71492, 3.98907, EDDI, P32N21BTN77PW, 2022-09-30 17:36:49,
2399, 2.46738, 2.72993, EDDI, P32N21BTN77PW, 2022-09-30 17:36:50,
2400, 2.95898, 3.20998, EDDI, P32N21BTN77PW, 2022-09-30 17:36:51,
2401, 1.89804, 2.13752, EDDI, P32N21BTN77PW, 2022-09-30 17:36:52,
2402, 2.9089, 3.13691, EDDI, P32N21BTN77PW, 2022-09-30 17:36:53,
2403, 1.70698, 1.92354, EDDI, P32N21BTN77PW, 2022-09-30 17:36:54,
2404, 3.88099, 4.08616, EDDI, P32N21BTN77PW, 2022-09-30 17:36:55,
2405, 3.87339, 4.06719, EDDI, P32N21BTN77PW, 2022-09-30 17:36:56,
2406, 2.23086, 2.41334, EDDI, P32N21BTN77PW, 2022-09-30 17:36:57,
2407, 2.45836, 2.62956, EDDI, P32N21BTN77PW, 2022-09-30 17:36:58,
2408, 2.28362, 2.44358, EDDI, P32N21BTN77PW, 2022-09-30 17:36:59,
2409, 0.0826826, 0.231436, EDDI, P32N21BTN77PW, 2022-09-30 17:37:00,
2410, 2.71022, 2.84781, EDDI, P32N21BTN77PW, 2022-09-30 17:37:01,
2411, 3.24308, 3.36955, EDDI, P32N21BTN77PW, 2022-09-30 17:37:02,
2412, 0.55581, 0.671196, EDDI, P32N21BTN77PW, 2022-09-30 17:37:03,
2413, 0.378639, 0.482985, EDDI, P32N21BTN77PW, 2022-09-30 17:37:04,
2414, 1.52258, 1.61592, EDDI, P32N21BTN77PW, 2022-09-30 17:37:05,
2415, 3.11304, 3.19543, EDDI, P32N21BTN77PW, 2022-09-30 17:37:06,
2416, 0.818532, 0.890002, EDDI, P32N21BTN77PW, 2022-09-30 17:37:07,
2417, 1.0434, 1.10399, EDDI, P32N21BTN77PW, 2022-09-30 17:37:08,
2418, 5.56892, 5.61868, EDDI, P32N21BTN77PW, 2022-09-30 17:37:09,
2419, 1.58389, 1.62285, EDDI, P32N21BTN77PW, 2022-09-30 17:37:10,
2420, 4.55863, 4.58685, EDDI, P32N21BTN77PW, 2022-09-30 17:37:11,
2421, 2.35617, 2.37369, EDDI, P32N21BTN77PW, 2022-09-30 17:37:12,
2422, 2.96772, 2.97457, EDDI, P32N21BTN77PW, 2022-09-30 17:37:13,
2423, 1.52224, 1.51847, EDDI, P32N21BTN77PW, 2022-09-30 17:37:14,
2424, 2.89909, 2.88473, EDDI, P32N21BTN77PW, 2022-09-30 17:37:15,
2425, 1.60025, 1.57537, EDDI, P32N21BTN77PW, 2022-09-30 17:37:16,
2426, 3.66368, 3.6283, EDDI, P32N21BTN77PW, 2022-09-30 17:37:17,
2427, 2.40111, 2.35529, EDDI, P32N21BTN77PW, 2022-09-30 17:37:18,
2428, 2.15089, 2.09466, EDDI, P32N21BTN77PW, 2022-09-30 17:37:19,
2429, 3.30481, 3.23823, EDDI, P32N21BTN77PW, 2022-09-30 17:37:20,
2430, 0.759387, 0.682485, EDDI, P32N21BTN77PW, 2022-09-30 17:37:21,
2431, 1.82348, 1.7363, EDDI, P32N21BTN77PW, 2022-09-30 17:37:22,
2432, 4.19134, 4.09394, EDDI, P32N21BTN77PW, 2022-09-30 17:37:23,
2433, 4.04121, 3.93363, EDDI, P32N21BTN77PW, 2022-09-30 17:37:24,
2434, 3.04813, 2.93042, EDDI, P32N21BTN77PW, 2022-09-30 17:37:25,
2435, 1.64229, 1.51448, EDDI, P32N21BTN77PW, 2022-09-30 17:37:26,
2436, 4.18677, 4.04892, EDDI, P32N21BTN77PW, 2022-09-30 17:37:27,
2437, 0.505648, 0.357797, EDDI, P32N21BTN77PW, 2022-09-30 17:37:28,
2438, 1.66204, 1.50424, EDDI, P32N21BTN77PW, 2022-09-30 17:37:29,
2439, 2.71898, 2.55126, EDDI, P32N21BTN77PW, 2022-09-30 17:37:30,
2440, 3.59165, 3.41407, EDDI, P32N21BTN77PW, 2022-09-30 17:37:31,
2441, 3.37962, 3.19222, EDDI, P32N21BTN77PW, 2022-09-30 17:37:32,
2442, 2.18173, 1.98457, EDDI, P32N21BTN77PW, 2022-09-30 17:37:33,
2443, 4.14312, 3.93624, EDDI, P32N21BTN77PW, 2022-09-30 17:37:34,
2444, 4.12329, 3.90673, EDDI, P32N21BTN77PW, 2022-09-30 17:37:35,
2445, 3.47425, 3.24807, EDDI, P32N21BTN77PW, 2022-09-30 17:37:36,
2446, 3.14682, 2.91105, EDDI, P32N21BTN77PW, 2022-09-30 17:37:37,
2447, 2.8811, 2.6358, EDDI, P32N21BTN77PW, 2022-09-30 17:37:38,
2448, 2.61192, 2.35713, EDDI, P32N21BTN77PW, 2022-09-30 17:37:39,
2449, 1.90812, 1.64389, EDDI, P32N21BTN77PW, 2022-09-30 17:37:40,
2450, 2.58651, 2.31289, EDDI, P32N21BTN77PW, 2022-09-30 17:37:41,
2451, 3.6314, 3.34844, EDDI, P32N21BTN77PW, 2022-09-30 17:37:42,
2452, 4.21708, 3.92483, EDDI, P32N21BTN77PW, 2022-09-30 17:37:43,
2453, 2.86638, 2.56488, EDDI, P32N21BTN77PW, 2022-09-30 17:37:44,
2454, 2.99112, 2.68042, EDDI, P32N21BTN77PW, 2022-09-30 17:37:45,
2455, 4.79264, 4.4728, EDDI, P32N21BTN77PW, 2022-09-30 17:37:46,
2456, 3.3119, 2.98295, EDDI, P32N21BTN77PW, 2022-09-30 17:37:47,
2457, 4.95703, 4.61903, EDDI, P32N21BTN77PW, 2022-09-30 17:37:48,
2458, 5.04934, 4.70234, EDDI, P32N21BTN77PW, 2022-09-30 17:37:49,
2459, 3.15031, 2.79436, EDDI, P32N21BTN77PW, 2022-09-30 17:37:50,
2460, 4.5961, 4.23124, EDDI, P32N21BTN77PW, 2022-09-30 17:37:51,
2461, 3.79744, 3.42373, EDDI, P32N21BTN77PW, 2022-09-30 17:37:52,
2462, 4.27555, 3.89303, EDDI, P32N21BTN77PW, 2022-09-30 17:37:53,
2463, 0.940073, 0.548799, EDDI, P32N21BTN77PW, 2022-09-30 17:37:54,
2464, 2.50864, 2.10866, EDDI, P32N21BTN77PW, 2022-09-30 17:37:55,
2465, 3.80335, 3.39471, EDDI, P32N21BTN77PW, 2022-09-30 17:37:56,
2466, 2.88846, 2.47122, EDDI, P32N21BTN77PW, 2022-09-30 17:37:57,
2467, 2.70256, 2.27677, EDDI, P32N21BTN77PW, 2022-09-30 17:37:58,
2468, 2.41325, 1.97895, EDDI, P32N21BTN77PW, 2022-09-30 17:37:59,
2469, 2.02135, 1.5786, EDDI, P32N21BTN77PW, 2022-09-30 17:38:00,
2470, 4.41322, 3.96207, EDDI, P32N21BTN77PW, 2022-09-30 17:38:01,
2471, 4.04117, 3.58167, EDDI, P32N21BTN77PW, 2022-09-30 17:38:02,
2472, 2.6493, 2.18149, EDDI, P32N21BTN77PW, 2022-09-30 17:38:03,
2473, 1.37522, 0.899167, EDDI, P32N21BTN77PW, 2022-09-30 17:38:04,
2474, 2.60294, 2.11869, EDDI, P32N21BTN77PW, 2022-09-30 17:38:05,
2475, 3.31869, 2.82629, EDDI, P32N21BTN77PW, 2022-09-30 17:38:06,
2476, 2.18463, 1.68413, EDDI, P32N21BTN77PW, 2022-09-30 17:38:07,
2477, 4.63663, 4.1281, EDDI, P32N21BTN77PW, 2022-09-30 17:38:08,
2478, 0.44771, -0.068817, EDDI, P32N21BTN77PW, 2022-09-30 17:38:09,
2479, 1.49555, 0.971086, EDDI, P32N21BTN77PW, 2022-09-30 17:38:10,
2480, 2.9999, 2.46754, EDDI, P32N21BTN77PW, 2022-09-30 17:38:11,
2481, 2.68015, 2.13995, EDDI, P32N21BTN77PW, 2022-09-30 17:38:12,
2482, 3.36416, 2.81619, EDDI, P32N21BTN77PW, 2022-09-30 17:38:13,
2483, 2.34863, 1.79293, EDDI, P32N21BTN77PW, 2022-09-30 17:38:14,
2484, 3.95043, 3.38704, EDDI, P32N21BTN77PW, 2022-09-30 17:38:15,
2485, 3.4568, 2.88578, EDDI, P32N21BTN77PW, 2022-09-30 17:38:16,
2486, 3.14616, 2.56757, EDDI, P32N21BTN77PW, 2022-09-30 17:38:17,
2487, 4.20106, 3.61496, EDDI, P32N21BTN77PW, 2022-09-30 17:38:18,
2488, 1.73628, 1.1427, EDDI, P32N21BTN77PW, 2022-09-30 17:38:19,
2489, 3.25097, 2.64998, EDDI, P32N21BTN77PW, 2022-09-30 17:38:20,
2490, 3.62939, 3.02104, EDDI, P32N21BTN77PW, 2022-09-30 17:38:21,
2491, 1.97635, 1.36069, EDDI, P32N21BTN77PW, 2022-09-30 17:38:22,
2492, 2.77743, 2.15452, EDDI, P32N21BTN77PW, 2022-09-30 17:38:23,
2493, 3.76221, 3.13209, EDDI, P32N21BTN77PW, 2022-09-30 17:38:24,
2494, 3.27519, 2.63792, EDDI, P32N21BTN77PW, 2022-09-30 17:38:25,
2495, 1.158, 0.513635, EDDI, P32N21BTN77PW, 2022-09-30 17:38:26,
2496, 2.73206, 2.08066, EDDI, P32N21BTN77PW, 2022-09-30 17:38:27,
2497, 3.2471, 2.58871, EDDI, P32N21BTN77PW, 2022-09-30 17:38:28,
2498, 4.71599, 4.05066, EDDI, P32N21BTN77PW, 2022-09-30 17:38:29,
2499, 4.75209, 4.07988, EDDI, P32N21BTN77PW, 2022-09-30 17:38:30,
2500, 4.28642, 3.60738, EDDI, P32N21BTN77PW, 2022-09-30 17:38:31,
2501, 4.17163, 3.48582, EDDI, P32N21BTN77PW, 2022-09-30 17:38:32,
2502, 3.2828, 2.59027, EDDI, P32N21BTN77PW, 2022-09-30 17:38:33,
2503, 5.02081, 4.32162, EDDI, P32N21BTN77PW, 2022-09-30 17:38:34,
2504, 3.10387, 2.39807, EDDI, P32N21BTN77PW, 2022-09-30 17:38:35,
2505, 0.452815, -0.259545, EDDI, P32N21BTN77PW, 2022-09-30 17:38:36,
2506, 3.43439, 2.71553, EDDI, P32N21BTN77PW, 2022-09-30 17:38:37,
2507, 2.52972, 1.80441, EDDI, P32N21BTN77PW, 2022-09-30 17:38:38,
2508, 3.4663, 2.7346, EDDI, P32N21BTN77PW, 2022-09-30 17:38:39,
2509, 2.70058, 1.96254, EDDI, P32N21BTN77PW, 2022-09-30 17:38:40,
2510, 1.46111, 0.716785, EDDI, P32N21BTN77PW, 2022-09-30 17:38:41,
2511, 3.27787, 2.52731, EDDI, P32N21BTN77PW, 2022-09-30 17:38:42,
2512, 2.43542, 1.67869, EDDI, P32N21BTN77PW, 2022-09-30 17:38:43,
2513, 2.24224, 1.4794, EDDI, P32N21BTN77PW, 2022-09-30 17:38:44,
2514, 1.14052, 0.371611, EDDI, P32N21BTN77PW, 2022-09-30 17:38:45,
2515, 3.54658, 2.77166, EDDI, P32N21BTN77PW, 2022-09-30 17:38:46,
2516, 3.7865, 3.00562, EDDI, P32N21BTN77PW, 2022-09-30 17:38:47,
2517, 3.10584, 2.31907, EDDI, P32N21BTN77PW, 2022-09-30 17:38:48,
2518, 2.61301, 1.82039, EDDI, P32N21BTN77PW, 2022-09-30 17:38:49,
2519, 2.6894, 1.89099, EDDI, P32N21BTN77PW, 2022-09-30 17:38:50,
2520, 3.37689, 2.57274, EDDI, P32N21BTN77PW, 2022-09-30 17:38:51,
2521, 3.90121, 3.09139, EDDI, P32N21BTN77PW, 2022-09-30 17:38:52,
2522, 2.80577, 1.99032, EDDI, P32N21BTN77PW, 2022-09-30 17:38:53,
2523, 2.66253, 1.84151, EDDI, P32N21BTN77PW, 2022-09-30 17:38:54,
2524, 2.89929, 2.07276, EDDI, P32N21BTN77PW, 2022-09-30 17:38:55,
2525, 2.91135, 2.07937, EDDI, P32N21BTN77PW, 2022-09-30 17:38:56,
2526, 2.20618, 1.36879, EDDI, P32N21BTN77PW, 2022-09-30 17:38:57,
2527, 1.76963, 0.926893, EDDI, P32N21BTN77PW, 2022-09-30 17:38:58,
2528, 5.43863, 4.5906, EDDI, P32N21BTN77PW, 2022-09-30 17:38:59,
2529, 3.20889, 2.35563, EDDI, P32N21BTN77PW, 2022-09-30 17:39:00,
2530, 4.55324, 3.69479, EDDI, P32N21BTN77PW, 2022-09-30 17:39:01,
2531, 3.35617, 2.49259, EDDI, P32N21BTN77PW, 2022-09-30 17:39:02,
2532, 2.56264, 1.694, EDDI, P32N21BTN77PW, 2022-09-30 17:39:03,
2533, 4.56547, 3.69182, EDDI, P32N21BTN77PW, 2022-09-30 17:39:04,
2534, 4.15076, 3.27215, EDDI, P32N21BTN77PW, 2022-09-30 17:39:05,
2535, 6.42059, 5.53708, EDDI, P32N21BTN77PW, 2022-09-30 17:39:06,
2536, 2.7741, 1.88574, EDDI, P32N21BTN77PW, 2022-09-30 17:39:07,
2537, -0.178248, -1.0714, EDDI, P32N21BTN77PW, 2022-09-30 17:39:08,
2538, 2.93203, 2.03414, EDDI, P32N21BTN77PW, 2022-09-30 17:39:09,
2539, 2.7827, 1.88013, EDDI, P32N21BTN77PW, 2022-09-30 17:39:10,
2540, 3.52447, 2.61728, EDDI, P32N21BTN77PW, 2022-09-30 17:39:11,
2541, 3.86795, 2.95619, EDDI, P32N21BTN77PW, 2022-09-30 17:39:12,
2542, 2.44061, 1.52434, EDDI, P32N21BTN77PW, 2022-09-30 17:39:13,
2543, 2.40155, 1.48082, EDDI, P32N21BTN77PW, 2022-09-30 17:39:14,
2544, 3.293, 2.36787, EDDI, P32N21BTN77PW, 2022-09-30 17:39:15,
2545, 2.1206, 1.19113, EDDI, P32N21BTN77PW, 2022-09-30 17:39:16,
2546, 1.17587, 0.242114, EDDI, P32N21BTN77PW, 2022-09-30 17:39:17,
2547, 3.49196, 2.55397, EDDI, P32N21BTN77PW, 2022-09-30 17:39:18,
2548, 3.77223, 2.83005, EDDI, P32N21BTN77PW, 2022-09-30 17:39:19,
2549, 3.65688, 2.71059, EDDI, P32N21BTN77PW, 2022-09-30 17:39:20,
2550, 2.28741, 1.33706, EDDI, P32N21BTN77PW, 2022-09-30 17:39:21,
2551, 1.83722, 0.882847, EDDI, P32N21BTN77PW, 2022-09-30 17:39:22,
2552, 1.93574, 0.977414, EDDI, P32N21BTN77PW, 2022-09-30 17:39:23,
2553, 2.46415, 1.50193, EDDI, P32N21BTN77PW, 2022-09-30 17:39:24,
2554, 3.03841, 2.07234, EDDI, P32N21BTN77PW, 2022-09-30 17:39:25,
2555, 2.78721, 1.81736, EDDI, P32N21BTN77PW, 2022-09-30 17:39:26,
2556, 1.8513, 0.87772, EDDI, P32N21BTN77PW, 2022-09-30 17:39:27,
2557, 4.18569, 3.20843, EDDI, P32N21BTN77PW, 2022-09-30 17:39:28,
2558, 2.63174, 1.65087, EDDI, P32N21BTN77PW, 2022-09-30 17:39:29,
2559, 3.13382, 2.14938, EDDI, P32N21BTN77PW, 2022-09-30 17:39:30,
2560, 3.19523, 2.20728, EDDI, P32N21BTN77PW, 2022-09-30 17:39:31,
2561, 3.90893, 2.91752, EDDI, P32N21BTN77PW, 2022-09-30 17:39:32,
2562, 2.96892, 1.97412, EDDI, P32N21BTN77PW, 2022-09-30 17:39:33,
2563, 3.47827, 2.48013, EDDI, P32N21BTN77PW, 2022-09-30 17:39:34,
2564, 2.08978, 1.08835, EDDI, P32N21BTN77PW, 2022-09-30 17:39:35,
